GHUB_ID,share_of_barrier_5km_nb,nonconvexity_5km_nb,share_of_barrier_10km_nb,nonconvexity_10km_nb,share_of_barrier_5km_b,nonconvexity_5km_b,share_of_barrier_10km_b,nonconvexity_10km_b,detour_5km_nb,detour_10km_nb,detour_5km_b,detour_10km_b,nonconvexity_elastic_nb,nonconvexity_elastic_b,share_barrier_elastic_nb,share_barrier_elastic_b,detour_40km_b,share_barrier_40km_b,nonconvexity_40km_b
1200,0.002134385,0.002621513,0.030004429,0.013119833,0.002134385,0.002621513,0.030004429,0.013119833,0.675142454,0.958492163,0.675142454,0.958492163,0.004088124,0.004088124,0.012245828,0.012245828,,,
1201,0.003473841,0.000327725,0.005843097,0.004894465,0.003473841,0.000327725,0.005843097,0.004894465,0.593769212,0.575920261,0.593769212,0.575920261,0.000108668,0.000108668,0.000716041,0.000716041,,,
1202,0.000915729,0.000705712,0.005945222,0.002349515,0.000915729,0.000705712,0.005945222,0.002349515,0.523850921,0.513098012,0.523850921,0.513098012,0.000812178,0.000812178,0.001259022,0.001259022,,,
1203,0.051275493,0.047624048,0.037239964,0.038839966,0.051275493,0.047624048,0.037239964,0.038839966,1.088860703,0.911130549,1.088860703,0.911130549,0.04153432,0.04153432,0.042042392,0.042042392,,,
1204,0.072485729,0.06566862,0.043170502,0.046986103,0.072485729,0.06566862,0.043170502,0.046986103,0.71870769,1.017571582,0.71870769,1.017571582,0.056530453,0.056530453,0.052927512,0.052927512,,,
1205,0.00613892,0.002843503,0.025870827,0.012461153,0.00613892,0.002843503,0.025870827,0.012461153,0.587439175,0.783309582,0.587439175,0.783309582,0.005476328,0.005476328,0.010823016,0.010823016,,,
1206,0.119528795,0.052980132,0.233652341,0.144420922,0.119528795,0.052980132,0.233652341,0.144420922,0.845071076,0.876024519,0.845071076,0.876024519,0.067553669,0.067553669,0.13445458,0.13445458,,,
1207,0.116250852,0.101579465,0.178134066,0.085824683,0.116250852,0.101579465,0.178134066,0.085824683,1.190483472,1.019778696,1.190483472,1.019778696,0.096408427,0.096408427,0.118106119,0.118106119,,,
1208,0.195866439,0.113056071,0.216377305,0.186957419,0.195866439,0.113056071,0.216377305,0.186957419,1.299876929,1.417986067,1.299876929,1.417986067,0.180975884,0.180975884,0.211069322,0.211069322,,,
1209,0.055622214,0.014187687,0.067816631,0.046307404,0.055622214,0.014187687,0.067816631,0.046307404,1.012430434,0.861220392,1.012430434,0.861220392,0.034397665,0.034397665,0.078394084,0.078394084,,,
1210,0.02834766,0.009582218,0.017488107,0.017955143,0.02834766,0.009582218,0.017488107,0.017955143,0.622310193,0.93580263,0.622310193,0.93580263,0.016722649,0.016722649,0.024228816,0.024228816,,,
1211,0.078676235,0.058980193,0.091255638,0.067178875,0.078676235,0.058980193,0.42157961,0.006313098,0.851412285,1.382905201,0.478585122,1.05861168,0.055047691,0.055047691,0.084032442,0.084032442,,,
1212,0,0,0.000772985,0.000310348,0,0,0.000772985,0.000310348,0.472453191,0.845540731,0.472453191,0.845540731,0,0,0.000205343,0.000205343,,,
1213,0.281432057,0.020262657,0.391154105,0.081774987,0.281432057,0.020262657,0.391154105,0.081774987,0.928709885,0.86240854,0.928709885,0.86240854,0.019771932,0.019771932,0.253574829,0.253574829,,,
1214,0.006192494,0.002130317,0.002905754,0.003794925,0.006192494,0.002130317,0.002905754,0.003794925,0.800625416,0.808715035,0.800625416,0.808715035,0.004258698,0.004258698,0.005579823,0.005579823,,,
1215,0.002151799,0.002571799,0.0025081,0.002421817,0.317869371,0.008552993,0.0025081,0.002421817,0.606767973,0.579315011,0.606767973,0.579315011,0.002461929,0.002461929,0.002912513,0.002912513,,,
1216,0.025114029,0.028895456,0.011436343,0.015816038,0.025114029,0.028895456,0.011436343,0.015816038,0.494134716,0.837174632,0.494134716,0.837174632,0.025355309,0.025355309,0.022525847,0.022525847,,,
1217,0.020859875,0.023934767,0.019409931,0.020195721,0.020859875,0.023934767,0.019409931,0.020195721,0.691126015,0.919466878,0.691126015,0.919466878,0.021299696,0.021299696,0.022826276,0.022826276,,,
1218,0.000338963,0.000654389,8.47E-05,0.000165226,0.000338963,0.000654389,8.47E-05,0.000165226,0.531079005,0.511986436,0.531079005,0.511986436,0.000385493,0.000385493,0.000402615,0.000402615,,,
1219,0.00916557,0.01323719,0.004979947,0.005878792,0.00916557,0.01323719,0.004979947,0.005878792,0.815458162,0.849838636,0.815458162,0.849838636,0.005695994,0.005695994,0.005065363,0.005065363,,,
1220,0.00352119,0.002602504,0.011718687,0.008028648,0.00352119,0.002602504,0.011718687,0.008028648,0.439226803,0.695899513,0.439226803,0.695899513,0.00361657,0.00361657,0.005555836,0.005555836,,,
1221,0.011439333,0.007774511,0.110994016,0.026594345,0.011439333,0.007774511,0.110994016,0.026594345,0.851608761,1.037929214,0.851608761,1.037929214,0.009731768,0.009731768,0.013849306,0.013849306,,,
1222,0.035256125,0.030920157,0.047554604,0.035271581,0.035256125,0.030920157,0.047554604,0.035271581,0.877672514,0.875032171,0.877672514,0.875032171,0.029423827,0.029423827,0.03289406,0.03289406,,,
1223,0.084039698,0.039301235,0.090117337,0.088492662,0.084039698,0.039301235,0.090117337,0.088492662,1.299806145,1.03797464,1.299806145,1.03797464,0.018833872,0.018833872,0.056581048,0.056581048,,,
1224,0,0,0.001661281,0.000893228,0,0,0.001661281,0.000893228,1.196167615,1.468722417,1.196167615,1.468722417,0,0,0.000849448,0.000849448,,,
1225,0.000364478,5.78E-05,0.001484878,0.001481228,0.000364478,5.78E-05,0.001484878,0.001481228,0.761708026,0.955547308,0.761708026,0.955547308,0.000146947,0.000146947,0.000646984,0.000646984,,,
1226,0.034299909,0.023244984,0.026966845,0.026361344,0.034299909,0.023244984,0.026966845,0.026361344,0.767838126,0.784633439,0.767838126,0.784633439,0.025299428,0.025299428,0.030994053,0.030994053,,,
1227,0.001997345,0.001577285,0.001462202,0.001667176,0.001997345,0.001577285,0.001462202,0.001667176,0.627971884,0.578799793,0.627971884,0.578799793,0.001668653,0.001668653,0.001948834,0.001948834,,,
1228,0.000102611,1.60E-07,0.005289928,0.00237257,0.000102611,1.60E-07,0.005289928,0.00237257,1.078338715,0.925618833,1.078338715,0.925618833,0.000371445,0.000371445,0.002251481,0.002251481,,,
1229,0.065061565,0.066690564,0.034960882,0.040825471,0.065061565,0.066690564,0.034960882,0.040825471,1.537945331,1.002876339,1.537945331,1.002876339,0.058208153,0.058208153,0.055110973,0.055110973,,,
1230,0,0,0,0,0,0,0,0,0.50393608,0.551165343,0.50393608,0.551165343,0,0,0.000253875,0.000253875,,,
1231,0,0,4.16E-05,2.74E-06,0,0,4.16E-05,2.74E-06,0.677275991,0.492429762,0.677275991,0.492429762,0,0,0.0003045,0.0003045,,,
1232,0.026897073,0.010919705,0.01855747,0.018611329,0.026897073,0.010919705,0.01855747,0.018611329,0.808361875,0.911706643,0.808361875,0.911706643,0.018486677,0.018486677,0.021736987,0.021736987,,,
1233,0.181003039,0.121247798,0.156961697,0.129123017,0.181003039,0.121247798,0.156961697,0.129123017,0.587163758,0.867151199,0.587163758,0.867151199,0.11390774,0.11390774,0.16737548,0.16737548,,,
1234,0.014448269,0.011430538,0.017567528,0.010237624,0.014448269,0.011430538,0.017567528,0.010237624,0.898871257,0.930083898,0.898871257,0.930083898,0.002520618,0.002520618,0.013756041,0.013756041,,,
1235,0.002899153,0.004240386,0.034367101,0.014311192,0.002899153,0.004240386,0.034367101,0.014311192,0.8247624,0.912843788,0.8247624,0.912843788,0.00847839,0.00847839,0.020484547,0.020484547,,,
1236,0.171582152,0.085313641,0.200985332,0.170912355,0.171582152,0.085313641,0.200985332,0.170912355,0.869015138,0.928609159,0.869015138,0.928609159,0.136587277,0.136587277,0.217799011,0.217799011,,,
1237,0.111121055,0.028727163,0.24757218,0.15830563,0.111121055,0.028727163,0.24757218,0.15830563,0.901743809,1.098841188,0.901743809,1.098841188,0.032186456,0.032186456,0.114275793,0.114275793,,,
1238,0.133735295,0.054682042,0.122006756,0.103316389,0.133735295,0.054682042,0.122006756,0.103316389,0.860331134,1.084635757,0.860331134,1.084635757,0.068331003,0.068331003,0.126549671,0.126549671,,,
1239,0.019077846,0.017427247,0.012585465,0.015665643,0.019077846,0.017427247,0.012585465,0.015665643,0.832366425,1.107021074,0.832366425,1.107021074,0.017571775,0.017571775,0.020011245,0.020011245,,,
1240,0.068652254,0.036367919,0.042408547,0.047349017,0.068652254,0.036367919,0.042408547,0.047349017,0.616114431,0.677209603,0.616114431,0.677209603,0.008270903,0.008270903,0.040255866,0.040255866,,,
1241,0.000162401,0.00027913,4.06E-05,7.78E-05,0.000162401,0.00027913,4.06E-05,7.78E-05,0.667294131,0.552455755,0.667294131,0.552455755,0.000302591,0.000302591,0.000462239,0.000462239,,,
1242,0.004183613,0.000976059,0.020787602,0.017020766,0.004183613,0.000976059,0.020787602,0.017020766,1.352237275,1.13368075,1.352237275,1.13368075,0,0,0.000186154,0.000186154,,,
1243,0.089257454,0.083884694,0.060741702,0.067138463,0.089257454,0.083884694,0.060741702,0.067138463,0.756476078,0.830148645,0.756476078,0.830148645,0.062048033,0.062048033,0.057080254,0.057080254,,,
1244,0.055032049,0.025295025,0.076905073,0.073186941,0.055032049,0.025295025,0.076905073,0.073186941,0.462962527,1.22224526,0.462962527,1.22224526,0.029047813,0.029047813,0.066142821,0.066142821,,,
1245,0.018098676,0.026849095,0.011734488,0.011899315,0.018098676,0.026849095,0.011734488,0.011899315,1.003788101,0.667404105,1.003788101,0.667404105,0.018871332,0.018871332,0.01361944,0.01361944,,,
1246,0.000494308,0.000546091,0.000205962,0.000261161,0.000494308,0.000546091,0.000205962,0.000261161,0.697692719,0.689532608,0.697692719,0.689532608,0.000606591,0.000606591,0.000691977,0.000691977,,,
1247,0.115945391,0.048432123,0.07711954,0.065742239,0.115945391,0.048432123,0.07711954,0.065742239,0.631204747,1.114133514,0.631204747,1.114133514,0.029320858,0.029320858,0.115520919,0.115520919,,,
1248,0.000759103,0.000897628,0.000803913,0.000759726,0.000759103,0.000897628,0.000803913,0.000759726,0.899751745,1.104981062,0.899751745,1.104981062,0.000734787,0.000734787,0.001813733,0.001813733,,,
1249,0.000646017,0.000177662,0.002684197,0.001944684,0.000646017,0.000177662,0.002684197,0.001944684,0.678205921,0.579019118,0.678205921,0.579019118,0.000286435,0.000286435,0.000809201,0.000809201,,,
1250,0.092248656,0.015568271,0.13598257,0.080461763,0.186909299,0.036177814,0.13598257,0.080461763,0.979037752,0.904157944,0.979037752,0.904157944,0.012291951,0.012291951,0.079354486,0.079354486,,,
1251,0.03343476,0.03502677,0.03054693,0.029882204,0.058741908,0.017069463,0.03054693,0.029882204,0.852098739,0.793003889,0.852098739,0.793003889,0.029972469,0.029972469,0.031664714,0.031664714,,,
1252,0.01061987,0.014265741,0.006465147,0.008465558,0.01061987,0.014265741,0.006465147,0.008465558,0.962218151,0.837570302,0.962218151,0.837570302,0.01867236,0.01867236,0.013030544,0.013030544,,,
1253,0.001153749,0.001092814,0.004035884,0.003202644,0.001153749,0.001092814,0.004035884,0.003202644,0.512353332,0.617580006,0.512353332,0.617580006,0.001077942,0.001077942,0.001290339,0.001290339,,,
1254,0.119585842,0.06920594,0.226977606,0.124229744,0.119585842,0.06920594,0.226977606,0.124229744,1.11847265,1.046768979,1.11847265,1.046768979,0.066982307,0.066982307,0.11310258,0.11310258,,,
1255,0.01796707,0.014891024,0.020119456,0.018390954,0.01796707,0.014891024,0.020119456,0.018390954,0.614471495,0.956534679,0.614471495,0.956534679,0.015482438,0.015482438,0.018236077,0.018236077,,,
1256,0.00282795,0.001532322,0.029349778,0.016474802,0.00282795,0.001532322,0.029349778,0.016474802,0.540281883,0.657266638,0.540281883,0.657266638,0.001495477,0.001495477,0.002845642,0.002845642,,,
1257,0.010815641,0.006511163,0.015206217,0.013546511,0.010815641,0.006511163,0.015206217,0.013546511,0.870588912,0.753893719,0.870588912,0.753893719,0.005254112,0.005254112,0.007949946,0.007949946,,,
1258,0.01279262,0.012509041,0.030622014,0.020821024,0.01279262,0.012509041,0.030622014,0.020821024,0.722670678,0.808403063,0.722670678,0.808403063,0.012246964,0.012246964,0.014054228,0.014054228,,,
1259,0.004932736,0.004768074,0.008813283,0.007073182,0.004932736,0.004768074,0.008813283,0.007073182,0.553825942,0.699529003,0.553825942,0.699529003,0.004854572,0.004854572,0.005273246,0.005273246,,,
1260,0.000145679,0.000286551,7.28E-05,9.92E-05,0.000145679,0.000286551,7.28E-05,9.92E-05,0.808728845,0.765466502,0.808728845,0.765466502,0.000421723,0.000421723,0.000546728,0.000546728,,,
1261,0.002061327,0.00106143,0.083394542,0.006750325,0.002061327,0.00106143,0.083394542,0.006750325,0.803202038,0.644459903,0.803202038,0.644459903,0.002104522,0.002104522,0.005495161,0.005495161,,,
1262,0,0,0,0,0,0,0,0,0.922611206,0.827212919,0.922611206,0.827212919,0,0,0.000222468,0.000222468,,,
1263,0.002683048,0.001702993,0.001600082,0.002270604,0.002683048,0.001702993,0.001600082,0.002270604,0.885923048,0.684553543,0.885923048,0.684553543,0.002746409,0.002746409,0.002793803,0.002793803,,,
1264,0.017568532,0.008227253,0.015153044,0.01728463,0.017568532,0.008227253,0.015153044,0.01728463,0.675642279,0.943653719,0.675642279,0.943653719,0.015854638,0.015854638,0.022565224,0.022565224,,,
1265,0,0,0,0,0,0,0,0,0.627403003,0.591436059,0.627403003,0.591436059,0,0,0.000277463,0.000277463,,,
1266,0,0,0,0,0,0,0,0,0.611447724,0.608957773,0.611447724,0.608957773,0,0,0.000241724,0.000241724,,,
1267,0.021492696,0.01057333,0.029911467,0.023863079,0.021492696,0.01057333,0.029911467,0.023863079,0.712935716,1.119748738,0.712935716,1.119748738,0.014073396,0.014073396,0.020573298,0.020573298,,,
1268,0.062411519,0.011363003,0.163508231,0.103588313,0.062411519,0.011363003,0.163508231,0.103588313,1.245730471,0.966082235,1.245730471,0.966082235,0.056029394,0.056029394,0.123110618,0.123110618,,,
1269,0.055419988,0.007942893,0.341775033,0.070926107,0.055419988,0.007942893,0.341775033,0.070926107,0.971563859,0.772683607,0.971563859,0.772683607,0.001143668,0.001143668,0.001308732,0.001308732,,,
1270,0.008646806,0.005229928,0.009562003,0.008321386,0.008646806,0.005229928,0.009562003,0.008321386,0.964095747,0.751122981,0.964095747,0.751122981,0.005677471,0.005677471,0.010502999,0.010502999,,,
1271,0.044446205,0.051396418,0.056142784,0.048014726,0.044446205,0.051396418,0.056142784,0.048014726,1.118270261,1.693321921,1.118270261,1.693321921,0.047513746,0.047513746,0.041640845,0.041640845,,,
1272,0.014383799,0.01211843,0.00943219,0.01027208,0.014383799,0.01211843,0.00943219,0.01027208,0.738136162,0.884452886,0.738136162,0.884452886,0.01149557,0.01149557,0.011217478,0.011217478,,,
1273,0.047318589,0.035164755,0.030061001,0.0322574,0.047318589,0.035164755,0.030061001,0.0322574,0.748708945,0.971849801,0.748708945,0.971849801,0.001631099,0.001631099,0.012221118,0.012221118,,,
1274,0.058804721,0.02028361,0.057214251,0.052541707,0.058804721,0.02028361,0.057214251,0.052541707,0.800001246,0.802951858,0.800001246,0.802951858,0.008895641,0.008895641,0.028909228,0.028909228,,,
1275,0,0,0.000373402,0.000307345,0,0,0.000373402,0.000307345,0.67536605,0.724866482,0.67536605,0.724866482,0,0,0.000241724,0.000241724,,,
1276,0.034699821,0.029273937,0.020739561,0.024941783,0.034699821,0.029273937,0.020739561,0.024941783,0.53772992,0.672894735,0.53772992,0.672894735,0.029920429,0.029920429,0.027444639,0.027444639,,,
1277,0.000386481,0.000387104,0.005257772,0.002408339,0.000386481,0.000387104,0.005257772,0.002408339,0.80880399,0.736627331,0.80880399,0.736627331,0.000377538,0.000377538,0.000625999,0.000625999,,,
1278,0.078756084,0.068590149,0.087841051,0.071761139,0.078756084,0.068590149,0.087841051,0.071761139,0.802477995,0.710748217,0.802477995,0.710748217,0.072476119,0.072476119,0.074825851,0.074825851,,,
1279,0.002488469,0.00300619,0.002375683,0.002539993,0.002488469,0.00300619,0.002375683,0.002539993,0.792014072,0.665268463,0.792014072,0.665268463,0.002493718,0.002493718,0.00297997,0.00297997,,,
1280,0.005416376,0.003125439,0.005155898,0.004953901,0.005416376,0.003125439,0.005155898,0.004953901,0.882880437,0.920193636,0.882880437,0.920193636,0.004008305,0.004008305,0.004944288,0.004944288,,,
1281,0.003419938,0.003619714,0.013874126,0.00975264,0.003419938,0.003619714,0.013874126,0.00975264,0.733964125,0.777866743,0.733964125,0.777866743,0.006253056,0.006253056,0.015277433,0.015277433,,,
1282,0.078971252,0.010541711,0.089626349,0.076504827,0.078971252,0.010541711,0.089626349,0.076504827,0.811136734,1.033806355,0.811136734,1.033806355,0.047904525,0.047904525,0.098061852,0.098061852,,,
1283,0.040578984,0.02898941,0.055116922,0.041047234,0.040578984,0.02898941,0.055116922,0.041047234,0.625366948,0.696684972,0.625366948,0.696684972,0.033020914,0.033020914,0.048365621,0.048365621,,,
1284,0.014346288,0.009828238,0.010439922,0.010681268,0.014346288,0.009828238,0.010439922,0.010681268,0.63742625,0.90920092,0.63742625,0.90920092,0,0,0.000585508,0.000585508,,,
1285,0.001477331,0.001096886,0.006063982,0.005015479,0.001477331,0.001096886,0.006063982,0.005015479,0.822003514,1.115132359,0.822003514,1.115132359,0.001205021,0.001205021,0.001641064,0.001641064,,,
1286,0.250157063,0.030314932,0.527489516,0.130114809,0.250157063,0.030314932,0.527489516,0.130114809,0.620877466,0.702564133,0.620877466,0.702564133,0.077942245,0.077942245,0.342213805,0.342213805,,,
1287,0.014243731,0.010861107,0.00846524,0.010633575,0.014243731,0.010861107,0.00846524,0.010633575,0.602166328,0.920675003,0.602166328,0.920675003,0.009152054,0.009152054,0.016363135,0.016363135,,,
1288,0.015624458,0.008569894,0.042173572,0.02599938,0.015624458,0.008569894,0.042173572,0.02599938,0.861822655,0.968936936,0.861822655,0.968936936,0.001912335,0.001912335,0.009212574,0.009212574,,,
1289,0.000170692,3.49E-06,0.000246431,0.000129492,0.000170692,3.49E-06,0.000246431,0.000129492,0.734445129,0.719885604,0.734445129,0.719885604,7.75E-05,7.75E-05,0.000333183,0.000333183,,,
1290,0.043990073,0.033940289,0.049421061,0.046061751,0.043990073,0.033940289,0.049421061,0.046061751,0.765258936,0.785516885,0.765258936,0.785516885,0.029762067,0.029762067,0.040491342,0.040491342,,,
1291,0.010314123,0.014872083,0.002861897,0.005165185,0.010314123,0.014872083,0.002861897,0.005165185,0.472405808,0.574997082,0.472405808,0.574997082,0.015639858,0.015639858,0.011698459,0.011698459,,,
1292,0.003987472,0.004238219,0.000996868,0.001728169,0.003987472,0.004238219,0.000996868,0.001728169,0.655517097,1.000426766,0.655517097,1.000426766,0.004456765,0.004456765,0.004952793,0.004952793,,,
1293,0.00033654,0.000354373,8.41E-05,0.000147312,0.00033654,0.000354373,8.41E-05,0.000147312,0.680017395,0.645969807,0.680017395,0.645969807,0.000309642,0.000309642,0.000467978,0.000467978,,,
1294,0.070292968,0.031510506,0.085398401,0.058321413,0.070292968,0.031510506,0.085398401,0.058321413,1.380071807,1.038952624,1.380071807,1.038952624,0,0,0.000632321,0.000632321,,,
1295,0.052874754,0.044810094,0.038284671,0.040074859,0.052874754,0.044810094,0.038284671,0.040074859,0.869665498,0.979077646,0.869665498,0.979077646,0.037509732,0.037509732,0.037670176,0.037670176,,,
1296,0,0,0.073668381,0.021957846,0,0,0.073668381,0.021957846,0.936645582,1.016821959,0.936645582,1.016821959,0,0,0.000233176,0.000233176,,,
1297,0.000191466,6.47E-05,0.000491146,0.000198301,0.000191466,6.47E-05,0.000491146,0.000198301,0.651239524,0.676031151,0.651239524,0.676031151,0,0,0.000340543,0.000340543,,,
1298,0.110490142,0.098732881,0.066706508,0.068038419,0.110490142,0.098732881,0.066706508,0.068038419,0.815460908,0.847242153,0.815460908,0.847242153,0.079591133,0.079591133,0.07837811,0.07837811,,,
1299,0.000164833,0.000289143,4.12E-05,8.11E-05,0.000164833,0.000289143,4.12E-05,8.11E-05,0.498815896,0.546155098,0.498815896,0.546155098,0.000369474,0.000369474,0.000530427,0.000530427,,,
1300,0.000151608,0.0002452,0.000500824,0.000318181,0.000151608,0.0002452,0.000500824,0.000318181,0.6459655,0.799573628,0.6459655,0.799573628,0.000194485,0.000194485,0.000357756,0.000357756,,,
1301,0,0,4.25E-05,5.81E-05,0,0,4.25E-05,5.81E-05,0.748805407,0.622652251,0.748805407,0.622652251,9.78E-07,9.78E-07,0.000366204,0.000366204,,,
1302,0.004592528,0.002155393,0.001916347,0.002086487,0.004592528,0.002155393,0.001916347,0.002086487,0.964307539,1.17080669,0.964307539,1.17080669,0,0,0.00050623,0.00050623,,,
1303,0.259429131,0.206586987,0.156839244,0.172270834,0.259429131,0.206586987,0.156839244,0.172270834,1.392641355,1.519900658,1.392641355,1.519900658,0.155527368,0.155527368,0.284842608,0.284842608,,,
1304,0.008114519,0.004768207,0.004763645,0.00478202,0.008114519,0.004768207,0.004763645,0.00478202,1.064817229,0.727490384,1.064817229,0.727490384,0.000621132,0.000621132,0.005563654,0.005563654,,,
1305,0.109684524,0.03383337,0.092580489,0.078375317,0.149701622,0.040031902,0.092580489,0.078375317,0.797384024,1.08023876,0.797384024,1.08023876,0.000463783,0.000463783,0.002887473,0.002887473,,,
1306,0,0,0.001275746,0.0002617,0,0,0.001275746,0.0002617,0.709928742,0.701485481,0.709928742,0.701485481,0,0,0.000355728,0.000355728,,,
1307,0,0,0,0,0,0,0,0,0.539914328,0.690018145,0.539914328,0.690018145,0,0,0.000713802,0.000713802,,,
1308,0.002413271,0.002108657,0.002773406,0.002361584,0.002413271,0.002108657,0.002773406,0.002361584,0.636131527,0.889205474,0.636131527,0.889205474,0.002183818,0.002183818,0.002556669,0.002556669,,,
1309,0.04245978,0.043150406,0.028875415,0.02967239,0.04245978,0.043150406,0.028875415,0.02967239,0.579184722,0.814471681,0.579184722,0.814471681,0.045758229,0.045758229,0.047219928,0.047219928,,,
1310,0.204000733,0.130047604,0.220327505,0.145240515,0.204000733,0.130047604,0.220327505,0.145240515,1.169168785,1.174034356,1.169168785,1.174034356,0.112123705,0.112123705,0.233723595,0.233723595,,,
1311,0.087072897,0.056323893,0.100449622,0.08431337,0.087072897,0.056323893,0.100449622,0.08431337,1.374993498,1.397728807,1.374993498,1.397728807,0.048468355,0.048468355,0.057312401,0.057312401,,,
1312,0.000298806,0.00018489,0.001845931,0.001481446,0.000298806,0.00018489,0.001845931,0.001481446,0.580008192,0.558508863,0.580008192,0.558508863,0,0,0.000377608,0.000377608,,,
1313,0.000286609,0.000339847,0.000391538,0.000466575,0.283880964,0.024393277,0.000391538,0.000466575,0.646861461,0.743140589,0.646861461,0.743140589,0.000383209,0.000383209,0.000970469,0.000970469,,,
1314,0.202073023,0.149925023,0.174412987,0.154394835,0.202073023,0.149925023,0.174412987,0.154394835,1.112542522,1.065839987,1.112542522,1.065839987,0.15594478,0.15594478,0.186143754,0.186143754,,,
1315,0.032493026,0.022613214,0.018460527,0.018527891,0.032493026,0.022613214,0.018460527,0.018527891,0.854071672,0.830487805,0.854071672,0.830487805,0.017798699,0.017798699,0.018616976,0.018616976,,,
1316,0.036145922,0.043565676,0.022088366,0.024437759,0.036145922,0.043565676,0.022088366,0.024437759,0.656442835,0.701926648,0.656442835,0.701926648,0.035517164,0.035517164,0.029034306,0.029034306,,,
1317,0.000856343,0.000697706,0.03235627,0.01586505,0.000856343,0.000697706,0.03235627,0.01586505,0.885141177,0.834099824,0.885141177,0.834099824,0.001547487,0.001547487,0.008214122,0.008214122,,,
1318,0.192698281,0.001311065,0.352114349,0.000786866,0.192698281,0.001311065,0.352114349,0.000786866,0.533560744,0.44429477,0.533560744,0.44429477,0.001121069,0.001121069,0.27857559,0.27857559,,,
1319,0.016693239,0.009600234,0.022571306,0.017455637,0.016693239,0.009600234,0.022571306,0.017455637,1.020581296,1.050691543,1.020581296,1.050691543,0.012167012,0.012167012,0.016792939,0.016792939,,,
1320,0.00442223,0.005414306,0.018934446,0.010817433,0.00442223,0.005414306,0.018934446,0.010817433,0.627321281,0.62347207,0.627321281,0.62347207,0.005549807,0.005549807,0.007708352,0.007708352,,,
1321,0.040821499,0.043506637,0.024513605,0.027447144,0.040821499,0.043506637,0.024513605,0.027447144,0.575729512,0.989415289,0.575729512,0.989415289,0.037785199,0.037785199,0.035111035,0.035111035,,,
1322,0.050171623,0.043662671,0.0385189,0.038660862,0.050171623,0.043662671,0.0385189,0.038660862,0.461542515,0.59491939,0.461542515,0.59491939,0.039115135,0.039115135,0.039844704,0.039844704,,,
1323,0.01212185,0.016168071,0.010521085,0.009751964,0.01212185,0.016168071,0.010521085,0.009751964,1.057147592,0.993742739,1.057147592,0.993742739,0.011880584,0.011880584,0.010379725,0.010379725,,,
1324,0.009712287,0.00986135,0.016276297,0.014624695,0.009712287,0.00986135,0.016276297,0.014624695,0.676999048,0.846287292,0.676999048,0.846287292,0.010279842,0.010279842,0.01466515,0.01466515,,,
1325,0.000297416,0.000519101,0.005698713,0.002026046,0.000297416,0.000519101,0.005698713,0.002026046,0.836860578,0.792194811,0.836860578,0.792194811,0.000510113,0.000510113,0.000568434,0.000568434,,,
1326,0.025306907,0.022901814,0.02451787,0.021779763,0.025306907,0.022901814,0.02451787,0.021779763,0.62981964,0.670231939,0.62981964,0.670231939,0.022120358,0.022120358,0.024407705,0.024407705,,,
1327,0.000769289,0.000942457,0.002486758,0.002327284,0.000769289,0.000942457,0.002486758,0.002327284,0.932918188,1.661741731,0.932918188,1.661741731,0.000973363,0.000973363,0.001607621,0.001607621,,,
1328,0.177666529,0.0326459,0.146310049,0.096496522,0.177666529,0.0326459,0.146310049,0.096496522,0.870767898,0.863280396,0.870767898,0.863280396,0.065229081,0.065229081,0.182273235,0.182273235,,,
1329,0,0,0,0,0,0,0,0,0.587335848,0.501556834,0.587335848,0.501556834,0,0,0.000326312,0.000326312,,,
1330,0.037655654,0.011748694,0.154708131,0.061327238,0.037655654,0.011748694,0.154708131,0.061327238,1.174540725,1.466315955,1.174540725,1.466315955,0.04101022,0.04101022,0.111065173,0.111065173,,,
1331,0,0,8.05E-05,5.70E-05,0,0,8.05E-05,5.70E-05,1.13390148,0.934052168,1.13390148,0.934052168,0,0,0.000292449,0.000292449,,,
1332,0.005334983,0.008069227,0.010658442,0.006788549,0.005334983,0.008069227,0.010658442,0.006788549,1.102561672,0.942501338,1.102561672,0.942501338,0.007713872,0.007713872,0.013170424,0.013170424,,,
1333,0.013924594,0.011675364,0.023685965,0.017258458,0.013924594,0.011675364,0.023685965,0.017258458,0.706669789,0.616209126,0.706669789,0.616209126,0.011281331,0.011281331,0.015053558,0.015053558,,,
1334,0.043695499,0.050654713,0.023047263,0.027907968,0.043695499,0.050654713,0.023047263,0.027907968,0.782430326,0.831011092,0.782430326,0.831011092,0.032117829,0.032117829,0.030356995,0.030356995,,,
1335,0.011963658,0.009268165,0.039663241,0.028875912,0.479974882,0.00945134,0.039663241,0.028875912,0.699849728,0.943132852,0.699849728,0.943132852,0.012461784,0.012461784,0.021821503,0.021821503,,,
1336,0.00737591,0.01037137,0.013722101,0.00937296,0.00737591,0.01037137,0.013722101,0.00937296,0.47246338,0.70045798,0.47246338,0.70045798,0.00782807,0.00782807,0.009243494,0.009243494,,,
1337,0.256572478,0.004384664,0.620671181,0.067456327,0.256572478,0.004384664,0.620671181,0.067456327,0.448455705,0.456782714,0.448455705,0.456782714,0.02824307,0.02824307,0.471475728,0.471475728,,,
1338,0,0,0.000182461,0.000161419,0.185254326,0.011103906,0.000182461,0.000161419,0.934779508,0.929729997,0.934779508,0.929729997,0.000158235,0.000158235,0.000342931,0.000342931,,,
